,Unnamed: 0,z1,z2,z3,z4,z5,z6,z7,z8,z9
4222,4222,-3.9654655,-1.3543394,-1.5126123,-0.48479834,-0.7924883,-1.2914128,-1.134832,-0.84542817,-0.57362115
4223,4223,-3.9587922,-1.3516483,-1.5095673,-0.48399037,-0.79085916,-1.2888703,-1.1325687,-0.84354407,-0.5723356
4224,4224,-3.9521246,-1.348959,-1.506524,-0.48318264,-0.7892307,-1.2863293,-1.1303068,-0.84166056,-0.57105047
4225,4225,-3.945455,-1.3462692,-1.5034795,-0.48237425,-0.7876024,-1.2837876,-1.1280448,-0.8397774,-0.5697658
4226,4226,-3.9387894,-1.3435796,-1.5004367,-0.4815655,-0.7859751,-1.2812474,-1.1257843,-0.83789575,-0.56848115
4227,4227,-3.9321303,-1.3408917,-1.4973946,-0.4807558,-0.7843473,-1.2787086,-1.1235244,-0.83601415,-0.5671966
4228,4228,-3.9254696,-1.3382032,-1.4943526,-0.47994554,-0.78272074,-1.2761701,-1.1212646,-0.83413327,-0.5659125
4229,4229,-3.9188147,-1.3355156,-1.4913119,-0.47913468,-0.7810941,-1.273633,-1.1190059,-0.8322536,-0.56462866
4230,4230,-3.9121614,-1.3328292,-1.4882715,-0.47832394,-0.7794682,-1.2710967,-1.1167486,-0.83037454,-0.56334496
4231,4231,-3.9055104,-1.3301425,-1.485232,-0.4775116,-0.7778424,-1.2685606,-1.1144912,-0.8284958,-0.5620614
4232,4232,-3.898863,-1.327456,-1.4821919,-0.476699,-0.77621716,-1.2660257,-1.112235,-0.8266182,-0.5607781
4233,4233,-3.8922157,-1.3247707,-1.4791533,-0.4758864,-0.7745923,-1.2634916,-1.1099796,-0.8247411,-0.55949533
4234,4234,-3.8855765,-1.3220861,-1.4761157,-0.47507268,-0.77296823,-1.2609591,-1.107725,-0.82286525,-0.5582123
4235,4235,-3.8789353,-1.3194019,-1.4730787,-0.47425896,-0.7713441,-1.2584269,-1.1054713,-0.8209896,-0.5569303
4236,4236,-3.872299,-1.3167181,-1.4700419,-0.47344422,-0.7697208,-1.2558956,-1.1032183,-0.819115,-0.5556475
4237,4237,-3.8656657,-1.3140354,-1.4670067,-0.47262943,-0.76809764,-1.2533659,-1.1009657,-0.8172411,-0.5543662
4238,4238,-3.8590348,-1.3113521,-1.4639709,-0.47181356,-0.7664754,-1.2508364,-1.0987153,-0.8153683,-0.55308443
4239,4239,-3.852408,-1.3086703,-1.4609368,-0.4709974,-0.7648528,-1.2483076,-1.096464,-0.81349593,-0.5518033
4240,4240,-3.8457823,-1.3059887,-1.4579027,-0.4701808,-0.76323116,-1.2457801,-1.0942144,-0.8116241,-0.55052227
4241,4241,-3.8391588,-1.303308,-1.4548695,-0.4693637,-0.7616097,-1.2432534,-1.0919656,-0.8097534,-0.54924124
4242,4242,-3.8325388,-1.300627,-1.4518372,-0.46854585,-0.7599886,-1.2407275,-1.0897166,-0.8078831,-0.54796064
4243,4243,-3.8259227,-1.2979478,-1.4488047,-0.46772772,-0.7583685,-1.2382028,-1.08747,-0.80601376,-0.54668105
4244,4244,-3.819307,-1.2952684,-1.4457731,-0.46690887,-0.7567482,-1.2356789,-1.0852232,-0.8041452,-0.54540086
4245,4245,-3.8126972,-1.2925895,-1.4427432,-0.46608928,-0.75512904,-1.2331561,-1.0829779,-0.80227757,-0.54412156
4246,4246,-3.8060884,-1.2899115,-1.4397134,-0.4652696,-0.7535101,-1.2306341,-1.0807331,-0.8004109,-0.5428424
4247,4247,-3.7994833,-1.2872348,-1.4366846,-0.4644494,-0.75189155,-1.2281135,-1.0784898,-0.7985451,-0.54156446
4248,4248,-3.7928796,-1.2845582,-1.4336557,-0.46362865,-0.7502734,-1.225593,-1.076247,-0.79668,-0.5402852
4249,4249,-3.7862802,-1.2818815,-1.4306281,-0.46280706,-0.7486555,-1.2230737,-1.0740045,-0.7948152,-0.53900725
4250,4250,-3.7796838,-1.2792065,-1.4276016,-0.46198538,-0.74703854,-1.220556,-1.0717639,-0.7929519,-0.53773004
4251,4251,-3.7730877,-1.2765318,-1.424575,-0.46116304,-0.74542195,-1.2180386,-1.0695242,-0.7910891,-0.5364523
4252,4252,-3.766496,-1.2738577,-1.4215493,-0.4603399,-0.7438053,-1.2155219,-1.067285,-0.789227,-0.53517497
4253,4253,-3.7599058,-1.2711836,-1.4185241,-0.45951676,-0.7421896,-1.2130065,-1.0650464,-0.7873659,-0.5338983
4254,4254,-3.7533207,-1.2685109,-1.4155002,-0.45869267,-0.7405744,-1.2104927,-1.0628096,-0.78550583,-0.5326224
4255,4255,-3.7467375,-1.2658386,-1.4124769,-0.4578681,-0.73895955,-1.2079794,-1.0605731,-0.78364635,-0.53134656
4256,4256,-3.7401574,-1.2631671,-1.4094537,-0.4570434,-0.7373452,-1.2054671,-1.0583378,-0.781788,-0.530071
4257,4257,-3.7335804,-1.2604963,-1.406432,-0.45621768,-0.73573136,-1.2029557,-1.0561036,-0.77993023,-0.528796
4258,4258,-3.7270029,-1.257826,-1.4034107,-0.45539203,-0.7341178,-1.2004455,-1.0538698,-0.7780734,-0.5275213
4259,4259,-3.720431,-1.2551565,-1.4003899,-0.45456582,-0.73250514,-1.1979359,-1.0516372,-0.7762174,-0.52624696
4260,4260,-3.7138617,-1.2524878,-1.3973701,-0.4537394,-0.73089266,-1.1954274,-1.0494056,-0.774362,-0.5249732
4261,4261,-3.7072928,-1.2498199,-1.3943514,-0.45291162,-0.7292809,-1.1929197,-1.0471749,-0.7725076,-0.52369964
4262,4262,-3.7007296,-1.2471521,-1.3913326,-0.45208365,-0.7276696,-1.1904138,-1.0449458,-0.7706545,-0.52242655
4263,4263,-3.694167,-1.2444854,-1.3883152,-0.45125547,-0.7260585,-1.1879079,-1.0427173,-0.76880187,-0.5211542
4264,4264,-3.6876087,-1.2418196,-1.385298,-0.45042714,-0.7244482,-1.1854043,-1.0404898,-0.7669502,-0.519882
4265,4265,-3.6810546,-1.2391545,-1.3822825,-0.4495976,-0.7228387,-1.182901,-1.0382636,-0.7651002,-0.5186109
4266,4266,-3.674499,-1.2364887,-1.3792666,-0.44876796,-0.72122884,-1.180398,-1.0360377,-0.7632496,-0.51733917
4267,4267,-3.6679473,-1.233825,-1.3762517,-0.44793802,-0.7196201,-1.1778961,-1.0338128,-0.7614006,-0.51606834
4268,4268,-3.6614017,-1.2311627,-1.3732381,-0.44710732,-0.7180121,-1.1753968,-1.0315899,-0.75955284,-0.5147979
4269,4269,-3.6548564,-1.2284997,-1.3702251,-0.44627622,-0.71640396,-1.1728976,-1.029368,-0.7577056,-0.5135283
4270,4270,-3.6483145,-1.2258377,-1.3672131,-0.4454445,-0.7147964,-1.1703988,-1.0271462,-0.7558595,-0.5122585
4271,4271,-3.641774,-1.2231773,-1.3642015,-0.44461256,-0.71318984,-1.167902,-1.0249258,-0.7540138,-0.5109897
4272,4272,-3.6352372,-1.2205169,-1.3611904,-0.44378012,-0.71158355,-1.1654062,-1.0227066,-0.7521697,-0.5097215
4273,4273,-3.6287022,-1.2178576,-1.3581808,-0.44294742,-0.70997787,-1.1629108,-1.0204889,-0.7503261,-0.5084534
4274,4274,-3.6221712,-1.2151986,-1.355171,-0.44211394,-0.7083726,-1.1604171,-1.018272,-0.74848366,-0.5071863
4275,4275,-3.6156428,-1.2125413,-1.3521633,-0.4412802,-0.70676816,-1.1579243,-1.0160562,-0.74664223,-0.50591946
4276,4276,-3.6091177,-1.2098839,-1.3491548,-0.4404456,-0.7051636,-1.155432,-1.0138413,-0.74480134,-0.50465274
4277,4277,-3.602593,-1.2072273,-1.3461484,-0.43961123,-0.7035601,-1.1529411,-1.0116273,-0.74296165,-0.5033872
4278,4278,-3.5960724,-1.2045716,-1.3431418,-0.43877605,-0.701957,-1.1504512,-1.0094148,-0.7411231,-0.50212187
4279,4279,-3.5895553,-1.2019173,-1.340137,-0.43794087,-0.7003544,-1.1479629,-1.0072033,-0.73928505,-0.50085735
4280,4280,-3.5830395,-1.1992633,-1.3371323,-0.4371044,-0.6987525,-1.1454749,-1.0049926,-0.73744804,-0.4995927
4281,4281,-3.576528,-1.1966105,-1.3341291,-0.43626845,-0.6971512,-1.1429889,-1.002784,-0.7356124,-0.49832952
4282,4282,-3.570019,-1.193958,-1.3311261,-0.43543163,-0.6955503,-1.140503,-1.0005754,-0.73377746,-0.49706593
4283,4283,-3.5635114,-1.191306,-1.3281237,-0.43459398,-0.6939495,-1.1380184,-0.9983685,-0.731943,-0.49580345
4284,4284,-3.5570068,-1.1886557,-1.3251231,-0.4337567,-0.6923502,-1.1355356,-0.9961629,-0.7301107,-0.49454144
4285,4285,-3.5505064,-1.1860061,-1.3221226,-0.43291873,-0.690751,-1.1330533,-0.99395835,-0.7282787,-0.4932803
4286,4286,-3.544006,-1.1833572,-1.3191231,-0.43208,-0.6891522,-1.1305722,-0.991755,-0.7264476,-0.49201953
4287,4287,-3.5375116,-1.1807088,-1.3161247,-0.4312411,-0.6875545,-1.1280923,-0.9895527,-0.7246179,-0.49075937
4288,4288,-3.5310166,-1.1780612,-1.313126,-0.43040177,-0.6859565,-1.125613,-0.987351,-0.72278845,-0.48949972
4289,4289,-3.5245268,-1.1754147,-1.3101296,-0.42956248,-0.68435985,-1.1231359,-0.98515135,-0.72096074,-0.48824126
4290,4290,-3.5180395,-1.1727697,-1.3071337,-0.4287223,-0.6827635,-1.120659,-0.9829525,-0.7191335,-0.48698285
4291,4291,-3.5115545,-1.1701248,-1.3041385,-0.4278817,-0.6811677,-1.1181836,-0.98075515,-0.7173077,-0.48572513
4292,4292,-3.5050702,-1.167481,-1.3011439,-0.42704082,-0.6795727,-1.1157091,-0.97855884,-0.7154828,-0.4844676
4293,4293,-3.4985929,-1.1648383,-1.2981504,-0.4262,-0.67797834,-1.1132365,-0.9763637,-0.713659,-0.4832115
4294,4294,-3.4921153,-1.1621959,-1.2951574,-0.42535782,-0.6763839,-1.1107639,-0.97416955,-0.711836,-0.48195538
4295,4295,-3.4856412,-1.1595551,-1.2921662,-0.4245159,-0.6747907,-1.1082933,-0.9719767,-0.7100143,-0.4807005
4296,4296,-3.4791696,-1.1569152,-1.2891756,-0.4236737,-0.6731981,-1.1058235,-0.96978605,-0.7081937,-0.4794462
4297,4297,-3.4727006,-1.1542759,-1.2861851,-0.42283088,-0.67160565,-1.1033553,-0.9675952,-0.70637375,-0.47819263
4298,4298,-3.4662356,-1.1516374,-1.2831955,-0.4219879,-0.67001414,-1.1008873,-0.9654064,-0.70455515,-0.47693926
4299,4299,-3.4597716,-1.1489996,-1.2802074,-0.4211444,-0.6684234,-1.0984211,-0.9632191,-0.7027381,-0.4756869
4300,4300,-3.4533103,-1.1463635,-1.2772204,-0.42030075,-0.6668331,-1.0959558,-0.9610326,-0.7009215,-0.47443557
4301,4301,-3.446855,-1.1437279,-1.2742337,-0.41945615,-0.66524327,-1.0934919,-0.9588473,-0.69910586,-0.4731844
4302,4302,-3.4403987,-1.1410934,-1.2712488,-0.41861194,-0.66365445,-1.0910294,-0.9566637,-0.69729173,-0.4719344
4303,4303,-3.4339468,-1.1384597,-1.2682639,-0.41776684,-0.6620658,-1.0885679,-0.9544814,-0.69547856,-0.47068465
4304,4304,-3.4274986,-1.1358274,-1.2652812,-0.4169218,-0.66047835,-1.086108,-0.95230025,-0.69366646,-0.46943596
4305,4305,-3.4210498,-1.133195,-1.2622976,-0.4160759,-0.6588904,-1.0836481,-0.95011985,-0.6918551,-0.4681878
4306,4306,-3.414607,-1.1305648,-1.2593161,-0.4152302,-0.65730447,-1.0811902,-0.94794106,-0.6900453,-0.46694052
4307,4307,-3.408165,-1.1279354,-1.2563354,-0.4143842,-0.6557183,-1.0787339,-0.94576377,-0.68823653,-0.46569383
4308,4308,-3.4017277,-1.1253061,-1.2533548,-0.41353735,-0.65413284,-1.0762777,-0.9435879,-0.6864287,-0.46444792
4309,4309,-3.3952923,-1.1226788,-1.250377,-0.41269064,-0.65254855,-1.0738239,-0.94141304,-0.68462247,-0.46320343
4310,4310,-3.3888588,-1.1200517,-1.2473981,-0.41184336,-0.65096426,-1.0713702,-0.93923956,-0.6828166,-0.46195912
4311,4311,-3.382428,-1.117426,-1.2444212,-0.41099578,-0.64938086,-1.0689186,-0.9370674,-0.6810124,-0.46071538
4312,4312,-3.3760004,-1.1148016,-1.241445,-0.4101478,-0.6477986,-1.0664675,-0.93489707,-0.6792093,-0.4594729
4313,4313,-3.369576,-1.1121776,-1.2384702,-0.40929964,-0.64621663,-1.0640182,-0.9327277,-0.6774075,-0.45823088
4314,4314,-3.3631532,-1.1095552,-1.2354959,-0.40845144,-0.64463484,-1.0615696,-0.93055964,-0.67560655,-0.45698997
4315,4315,-3.356734,-1.1069332,-1.2325224,-0.40760255,-0.643054,-1.0591224,-0.9283924,-0.6738064,-0.45574948
4316,4316,-3.3503191,-1.1043131,-1.2295508,-0.40675333,-0.64147425,-1.0566771,-0.9262279,-0.6720083,-0.45451027
4317,4317,-3.3439033,-1.1016934,-1.2265792,-0.405904,-0.63989466,-1.0542321,-0.92406386,-0.6702106,-0.4532717
4318,4318,-3.337494,-1.099075,-1.2236092,-0.40505436,-0.6383166,-1.0517889,-0.92190164,-0.6684148,-0.45203403
4319,4319,-3.3310854,-1.0964576,-1.22064,-0.40420464,-0.63673824,-1.0493467,-0.9197402,-0.6666195,-0.4507972
4320,4320,-3.32468,-1.0938411,-1.2176722,-0.40335438,-0.63516116,-1.0469059,-0.91758054,-0.66482586,-0.44956076
4321,4321,-3.3182778,-1.091226,-1.2147046,-0.4025037,-0.6335844,-1.0444664,-0.9154223,-0.663033,-0.44832572
4322,4322,-3.3118784,-1.0886116,-1.2117386,-0.4016531,-0.63200855,-1.0420282,-0.9132652,-0.6612419,-0.44709128
4323,4323,-3.305481,-1.085999,-1.208774,-0.4008021,-0.63043326,-1.0395914,-0.91110975,-0.6594516,-0.4458582
4324,4324,-3.2990866,-1.083387,-1.2058094,-0.39995047,-0.6288589,-1.0371554,-0.9089558,-0.65766263,-0.44462568
4325,4325,-3.292696,-1.0807763,-1.2028471,-0.39909914,-0.6272851,-1.0347213,-0.9068031,-0.65587497,-0.44339406
4326,4326,-3.2863085,-1.0781667,-1.1998851,-0.39824718,-0.62571216,-1.0322884,-0.90465224,-0.65408844,-0.4421633
4327,4327,-3.279921,-1.0755577,-1.1969236,-0.3973952,-0.62413925,-1.0298561,-0.90250224,-0.652303,-0.44093356
4328,4328,-3.2735388,-1.0729506,-1.1939645,-0.39654276,-0.6225679,-1.0274259,-0.900354,-0.6505191,-0.43970472
4329,4329,-3.267159,-1.0703444,-1.191006,-0.39569038,-0.6209974,-1.0249963,-0.8982073,-0.64873666,-0.43847677
4330,4330,-3.260781,-1.0677389,-1.1880478,-0.39483744,-0.6194268,-1.0225686,-0.8960617,-0.6469551,-0.43724984
4331,4331,-3.2544065,-1.0651348,-1.1850911,-0.39398453,-0.61785764,-1.0201418,-0.8939177,-0.64517486,-0.43602407
4332,4332,-3.2480357,-1.0625323,-1.1821365,-0.39313135,-0.61628884,-1.0177171,-0.89177567,-0.6433964,-0.4347992
4333,4333,-3.2416642,-1.0599302,-1.1791811,-0.39227772,-0.61472064,-1.0152923,-0.8896345,-0.6416181,-0.43357462
4334,4334,-3.2353,-1.0573303,-1.1762284,-0.39142415,-0.6131537,-1.0128703,-0.88749534,-0.6398423,-0.43235213
4335,4335,-3.228937,-1.0547312,-1.1732768,-0.39057028,-0.6115875,-1.010449,-0.88535756,-0.6380671,-0.43113014
4336,4336,-3.2225766,-1.0521325,-1.170325,-0.3897162,-0.6100214,-1.0080286,-0.88322073,-0.63629293,-0.42990872
4337,4337,-3.2162194,-1.0495362,-1.1673754,-0.38886198,-0.6084566,-1.00561,-0.8810861,-0.6345208,-0.42868865
4338,4338,-3.209865,-1.0469406,-1.1644272,-0.3880072,-0.60689235,-1.0031929,-0.8789524,-0.6327493,-0.4274694
4339,4339,-3.2035127,-1.0443459,-1.161479,-0.38715267,-0.60532904,-1.0007774,-0.8768203,-0.63097966,-0.42625174
4340,4340,-3.1971648,-1.0417533,-1.1585331,-0.38629797,-0.6037664,-0.9983629,-0.8746903,-0.62921137,-0.4250346
4341,4341,-3.1908185,-1.039161,-1.1555877,-0.3854427,-0.60220414,-0.9959495,-0.8725615,-0.6274442,-0.4238189
4342,4342,-3.184475,-1.0365702,-1.1526434,-0.3845876,-0.60064316,-0.9935377,-0.87043387,-0.62567836,-0.4226039
4343,4343,-3.1781344,-1.0339806,-1.1497005,-0.38373205,-0.5990832,-0.9911269,-0.8683081,-0.6239141,-0.42138988
4344,4344,-3.1717992,-1.0313927,-1.146759,-0.3828767,-0.5975237,-0.98871815,-0.86618376,-0.62215114,-0.42017722
4345,4345,-3.1654625,-1.0288055,-1.1438178,-0.3820206,-0.5959649,-0.9863101,-0.8640614,-0.62038916,-0.4189654
4346,4346,-3.159132,-1.02622,-1.1408795,-0.38116455,-0.5944072,-0.98390436,-0.86194074,-0.618629,-0.41775495
4347,4347,-3.152803,-1.0236354,-1.1379408,-0.38030857,-0.59284973,-0.9814993,-0.85982084,-0.61686987,-0.41654542
4348,4348,-3.1464784,-1.0210525,-1.1350039,-0.3794519,-0.5912936,-0.9790957,-0.85770315,-0.6151124,-0.41533697
4349,4349,-3.140156,-1.0184708,-1.1320684,-0.37859613,-0.5897382,-0.97669363,-0.8555869,-0.6133564,-0.4141299
4350,4350,-3.1338363,-1.0158906,-1.1291342,-0.3777391,-0.58818346,-0.97429353,-0.8534721,-0.6116016,-0.41292393
4351,4351,-3.127519,-1.0133111,-1.1262003,-0.37688285,-0.58662957,-0.9718938,-0.85135865,-0.60984826,-0.41171846
4352,4352,-3.1212068,-1.0107335,-1.1232692,-0.3760262,-0.5850767,-0.96949667,-0.8492477,-0.6080968,-0.41051495
4353,4353,-3.114896,-1.0081574,-1.1203389,-0.37516922,-0.583525,-0.96710026,-0.84713787,-0.6063463,-0.4093122
4354,4354,-3.1085865,-1.0055821,-1.1174089,-0.37431195,-0.5819732,-0.9647052,-0.8450295,-0.60459703,-0.40811053
4355,4355,-3.102281,-1.0030082,-1.1144807,-0.37345514,-0.5804232,-0.9623114,-0.8429226,-0.60284966,-0.40691
4356,4356,-3.0959806,-1.0004361,-1.1115545,-0.37259755,-0.5788734,-0.9599199,-0.84081805,-0.60110366,-0.40571094
4357,4357,-3.0896814,-0.99786484,-1.1086289,-0.37174028,-0.57732445,-0.957529,-0.83871394,-0.59935874,-0.4045127
4358,4358,-3.0833857,-0.9952951,-1.1057045,-0.37088293,-0.5757767,-0.95514023,-0.8366126,-0.59761584,-0.40331593
4359,4359,-3.0770922,-0.99272746,-1.1027819,-0.37002528,-0.5742301,-0.9527525,-0.83451295,-0.5958744,-0.40212062
4360,4360,-3.070804,-0.9901607,-1.0998609,-0.3691678,-0.5726835,-0.95036685,-0.8324142,-0.59413415,-0.40092614
4361,4361,-3.064515,-0.9875947,-1.0969394,-0.36831003,-0.5711383,-0.94798183,-0.8303175,-0.5923952,-0.3997329
4362,4362,-3.0582314,-0.985031,-1.094021,-0.36745223,-0.569594,-0.9455986,-0.8282226,-0.5906582,-0.3985408
4363,4363,-3.0519526,-0.98246795,-1.0911036,-0.3665941,-0.56805015,-0.9432169,-0.82612884,-0.58892244,-0.39735004
4364,4364,-3.0456727,-0.979907,-1.0881875,-0.36573645,-0.5665079,-0.94083667,-0.82403684,-0.58718836,-0.39616078
4365,4365,-3.0393991,-0.97734773,-1.085273,-0.36487848,-0.5649662,-0.9384584,-0.8219473,-0.5854562,-0.39497283
4366,4366,-3.033126,-0.97478896,-1.0823596,-0.36402014,-0.5634256,-0.9360812,-0.81985897,-0.5837251,-0.3937857
4367,4367,-3.026858,-0.9722323,-1.0794477,-0.36316222,-0.56188536,-0.9337053,-0.81777257,-0.58199525,-0.3925997
4368,4368,-3.020593,-0.9696769,-1.0765371,-0.36230406,-0.5603465,-0.93133104,-0.8156874,-0.5802674,-0.39141542
4369,4369,-3.0143323,-0.9671232,-1.0736281,-0.36144593,-0.55880845,-0.9289586,-0.8136043,-0.5785412,-0.3902326
4370,4370,-3.0080707,-0.964571,-1.0707206,-0.36058775,-0.5572715,-0.92658776,-0.8115227,-0.57681644,-0.38905072
4371,4371,-3.0018148,-0.9620203,-1.0678144,-0.35972953,-0.55573535,-0.92421824,-0.8094431,-0.57509345,-0.3878701
4372,4372,-2.9955623,-0.95947057,-1.0649096,-0.35887146,-0.5542,-0.9218504,-0.8073647,-0.5733717,-0.3866913
4373,4373,-2.9893126,-0.956923,-1.0620064,-0.35801318,-0.55266577,-0.9194839,-0.8052884,-0.57165194,-0.38551328
4374,4374,-2.9830644,-0.95437723,-1.0591049,-0.35715485,-0.5511323,-0.9171195,-0.8032141,-0.56993365,-0.38433704
4375,4375,-2.9768233,-0.951832,-1.0562042,-0.35629633,-0.54960006,-0.9147563,-0.8011413,-0.5682168,-0.38316163
4376,4376,-2.9705813,-0.94928896,-1.0533053,-0.3554385,-0.5480684,-0.91239464,-0.7990705,-0.5665019,-0.3819879
4377,4377,-2.964345,-0.9467474,-1.0504081,-0.35458025,-0.54653805,-0.9100343,-0.797001,-0.56478834,-0.38081583
4378,4378,-2.9581115,-0.94420767,-1.0475128,-0.35372192,-0.5450088,-0.90767616,-0.7949336,-0.5630767,-0.37964478
4379,4379,-2.951879,-0.941669,-1.0446181,-0.35286385,-0.5434804,-0.9053191,-0.7928678,-0.5613668,-0.3784754
4380,4380,-2.9456525,-0.93913203,-1.0417255,-0.35200542,-0.54195255,-0.90296406,-0.79080385,-0.5596582,-0.37730682
4381,4381,-2.9394274,-0.9365965,-1.0388347,-0.3511471,-0.5404261,-0.90061027,-0.78874165,-0.5579515,-0.37614015
4382,4382,-2.9332066,-0.9340631,-1.035945,-0.35028931,-0.5389007,-0.8982584,-0.7866815,-0.5562467,-0.3749747
4383,4383,-2.9269905,-0.9315311,-1.0330572,-0.34943113,-0.537376,-0.8959079,-0.784623,-0.5545432,-0.373811
4384,4384,-2.920773,-0.9290004,-1.0301703,-0.34857327,-0.5358525,-0.8935588,-0.78256595,-0.55284137,-0.37264818
4385,4385,-2.9145634,-0.9264718,-1.0272859,-0.34771508,-0.53432983,-0.89121175,-0.7805112,-0.55114126,-0.37148693
4386,4386,-2.9083557,-0.92394423,-1.0244027,-0.34685737,-0.53280824,-0.88886654,-0.77845806,-0.5494431,-0.37032786
4387,4387,-2.902151,-0.92141926,-1.0215216,-0.34599936,-0.5312882,-0.88652265,-0.77640706,-0.5477468,-0.36916932
4388,4388,-2.8959475,-0.91889495,-1.0186414,-0.34514165,-0.52976865,-0.8841804,-0.77435744,-0.5460519,-0.36801258
4389,4389,-2.88975,-0.916373,-1.0157633,-0.34428415,-0.5282504,-0.8818399,-0.7723099,-0.54435915,-0.36685747
4390,4390,-2.883555,-0.9138526,-1.0128869,-0.34342635,-0.5267331,-0.8795011,-0.7702644,-0.5426678,-0.36570358
4391,4391,-2.8773625,-0.9113339,-1.0100121,-0.34256914,-0.52521646,-0.8771641,-0.7682205,-0.5409785,-0.36455163
4392,4392,-2.8711753,-0.9088166,-1.0071384,-0.34171164,-0.52370125,-0.8748282,-0.76617825,-0.53929055,-0.36340064
4393,4393,-2.8649902,-0.90630096,-1.0042672,-0.34085417,-0.5221873,-0.87249446,-0.7641381,-0.53760487,-0.36225128
4394,4394,-2.85881,-0.9037876,-1.0013976,-0.33999702,-0.5206742,-0.8701628,-0.7620998,-0.5359208,-0.3611039
4395,4395,-2.8526306,-0.9012759,-0.99852985,-0.33914006,-0.51916206,-0.86783236,-0.76006365,-0.53423864,-0.35995755
4396,4396,-2.8464546,-0.89876544,-0.99566334,-0.3382831,-0.5176511,-0.8655033,-0.758029,-0.53255796,-0.3588127
4397,4397,-2.8402846,-0.8962573,-0.9927993,-0.3374264,-0.5161414,-0.86317706,-0.75599647,-0.53087986,-0.35766998
4398,4398,-2.8341162,-0.89375025,-0.98993593,-0.33656973,-0.5146322,-0.86085135,-0.753966,-0.52920276,-0.35652795
4399,4399,-2.8279512,-0.89124566,-0.98707545,-0.3357133,-0.51312494,-0.8585284,-0.7519372,-0.5275282,-0.3553885
4400,4400,-2.8217912,-0.88874274,-0.98421663,-0.33485678,-0.5116183,-0.8562068,-0.74991006,-0.5258552,-0.35425013
4401,4401,-2.8156323,-0.8862415,-0.9813591,-0.33400086,-0.51011276,-0.85388666,-0.747885,-0.52418375,-0.35311297
4402,4402,-2.8094785,-0.883742,-0.97850406,-0.33314472,-0.5086085,-0.8515683,-0.74586207,-0.52251464,-0.35197783
4403,4403,-2.8033288,-0.88124454,-0.9756505,-0.3322887,-0.5071054,-0.84925205,-0.7438412,-0.5208475,-0.35084388
4404,4404,-2.797182,-0.87874866,-0.97279865,-0.3314329,-0.5056031,-0.84693724,-0.74182194,-0.5191819,-0.34971163
4405,4405,-2.791038,-0.87625444,-0.9699487,-0.33057758,-0.5041021,-0.84462446,-0.73980445,-0.5175185,-0.3485815
4406,4406,-2.7848988,-0.87376255,-0.9671011,-0.32972234,-0.5026024,-0.84231395,-0.73778933,-0.51585704,-0.34745315
4407,4407,-2.7787607,-0.87127274,-0.9642549,-0.32886726,-0.50110394,-0.8400044,-0.7357761,-0.5141971,-0.34632558
4408,4408,-2.772629,-0.86878425,-0.96141124,-0.32801253,-0.49960673,-0.8376973,-0.7337649,-0.5125396,-0.34520036
4409,4409,-2.7665,-0.86629814,-0.95856917,-0.32715788,-0.49811023,-0.8353913,-0.73175555,-0.5108838,-0.34407637
4410,4410,-2.7603734,-0.8638132,-0.9557287,-0.3263032,-0.49661493,-0.8330874,-0.7297479,-0.50923014,-0.34295386
4411,4411,-2.75425,-0.8613302,-0.95289034,-0.3254493,-0.495121,-0.8307855,-0.7277425,-0.5075782,-0.3418333
4412,4412,-2.7481318,-0.8588496,-0.9500544,-0.32459486,-0.49362817,-0.82848567,-0.7257394,-0.5059284,-0.34071437
4413,4413,-2.7420168,-0.85637116,-0.94722044,-0.32374114,-0.49213663,-0.8261876,-0.7237378,-0.50428075,-0.33959743
4414,4414,-2.7359047,-0.8538943,-0.9443879,-0.3228876,-0.49064645,-0.82389104,-0.7217386,-0.50263494,-0.33848166
4415,4415,-2.7297966,-0.85141945,-0.9415578,-0.32203472,-0.4891572,-0.8215966,-0.7197409,-0.5009908,-0.33736807
4416,4416,-2.7236922,-0.8489464,-0.93872976,-0.3211814,-0.48766884,-0.81930375,-0.71774566,-0.499349,-0.3362556
4417,4417,-2.7175927,-0.84647596,-0.935904,-0.320329,-0.48618242,-0.8170133,-0.71575236,-0.4977095,-0.33514518
4418,4418,-2.7114954,-0.8440066,-0.93308,-0.31947598,-0.48469698,-0.8147244,-0.7137612,-0.49607167,-0.33403647
4419,4419,-2.705403,-0.84154,-0.9302582,-0.318624,-0.4832128,-0.81243765,-0.71177226,-0.49443638,-0.33292976
4420,4420,-2.6993122,-0.83907473,-0.9274384,-0.31777197,-0.4817296,-0.8101528,-0.70978475,-0.4928029,-0.33182433
4421,4421,-2.6932273,-0.83661216,-0.9246205,-0.31692037,-0.4802479,-0.8078697,-0.7077998,-0.49117133,-0.33072072
4422,4422,-2.6871455,-0.83415115,-0.92180514,-0.3160692,-0.47876728,-0.80558866,-0.7058164,-0.4895417,-0.3296188
4423,4423,-2.6810668,-0.83169234,-0.9189919,-0.31521788,-0.47728765,-0.803309,-0.7038352,-0.48791417,-0.32851866
4424,4424,-2.6749923,-0.82923555,-0.91618115,-0.31436738,-0.47580984,-0.80103195,-0.7018565,-0.48628938,-0.32742068
4425,4425,-2.6689217,-0.8267812,-0.91337216,-0.3135169,-0.47433323,-0.79875684,-0.69987994,-0.48466653,-0.32632428
